username,content
Viny_JKT48,RT @S_SiscaJKT48: Lihatlah Lebih Dekat (Petualangan Sherina) dalam nama Tuhan semoga bisa
Viny_JKT48,@S_SiscaJKT48 amin
Viny_JKT48,"Pasti bisa terwujud dengan usaha para member, staff, dan tentunya dukungan kalian semua"
Viny_JKT48,"Aku ingin, semua bakat yang dimiliki member KIII bisa terus terlihat. Tak hanya bersinar di theater saja tapi di luar sana. Itu tujuan kami."
Viny_JKT48,Senangnya Sisca dapat kesempatan untuk audisi drama musikal Sherina. Mohon doanya agar mendapat hasil terbaik. Like!
Viny_JKT48,"RT @officialJKT48: [INFO] Saksikan kehadiran JKT48 di @SongHunter_GTV @Globaltvseru tgl 18 Januari 2017, pkl 14.00 - 15.00 WIB!"
Viny_JKT48,Almost 400
Viny_JKT48,Tadi di lagu medley antara River - Beginner ditambahin intro koreo baru. Kira-kira apa lagi diapain lagi ya biar seru
Viny_JKT48,@Lidya_JKT48 guenya jelek
Viny_JKT48,Selesai theater hari ini Hari ini Lidya shonichi. Gimana seru gak?
Viny_JKT48,"Setahun lalu mata kanan -0,5. Sekarang makin buram. Yang kiri sepertinya baik-baik saja..."
Viny_JKT48,"Rasanya aneh, mulai kerasa mata udah gak sehat. Kayaknya harus segera beli kacamata."
Viny_JKT48,"Sampai ketemu di theater hari ini! Ada @Lidya_JKT48 loh! Ayo, mana yang nanyain terus, datang kan?"
Viny_JKT48,RT @officialJKT48: JKT48 menghadiri Press Conference @dahSyatMusik Awards
Viny_JKT48,Selamat ulang tahun adik kecil @F_FeniJKT48. Yang terbaik buat kamu
Viny_JKT48,@S_SiscaJKT48 hati-hati. Jangan dibukain pintu rumahnya kalau gak kenal. Serem ih
Viny_JKT48,Wah aku ada di kejauhan sana ya
Viny_JKT48,RT @Lidya_JKT48: stay tune di @JaktvCom jam 19.30 ya! ada aku sama yona
Viny_JKT48,@Lidya_JKT48 enaknya kalo habis gini ditraktir makan
Viny_JKT48,Minta tolong Viddy jemput malah begini ujungnya :
Viny_JKT48,"Dalam perjalanan pulang setelah GR untuk kegiatan besok. Mmm, semoga cepat sampai..."
Viny_JKT48,@Yona_JKT48 kapan mb?
Viny_JKT48,@Della_JKT48 macama Dellaaa
Viny_JKT48,Impian kami menjadi team dengan performance terbaik. Jadi kami berusaha untuk menjaga kualitas setiap show. Mohon dukungannya ya
Viny_JKT48,Thank you for today. Hari ini giliran Kak Shafa shonichi. Tunggu yang lain juga ya. Sebentar lagi kok
Viny_JKT48,Foto bersama hari ini
Viny_JKT48,Atau jam 7 lewat 12 juga boleh. See you later. Diriku tidur duluan ya!
Viny_JKT48,"Yay aku yang pertama ngucapin. Ya kan? Ya kan? Ngaku!!! Selamat ulang tahun anak aku makin manis, pintar, dan ba"
Viny_JKT48,Jemput mamah nih habis dari acara kantornya. Gaya banget pesta kostum. Tante
Viny_JKT48,Minta link dong
Viny_JKT48,Bawa oleh-oleh buat yang di rumah. Hahaha.
Viny_JKT48,@M_DesyJKT48 @Lidya_JKT48 @S_OktaJKT48 internasyenel
Viny_JKT48,Selesai kegiatan hari ini bersama KIII. Hehe siap-siap pulang nih.
Viny_JKT48,RT @S_SiscaJKT48: Westlife - Flying Without Wings #HappyVirusProject #SisCover semoga suka yaaa
Viny_JKT48,Pagi. Wish me luck
Viny_JKT48,RT @officialJKT48: JKT48 dalam event Tokyo Girls Collection (12 Januari 2017)
Viny_JKT48,RT @RChikanoJKT48: TGC night in Jakarta tadi kita ikut Event jetro sama @Yona_JKT48 @Ikha_JKT48 jadi model loh pake seragam Jepang @
Viny_JKT48,"Gommenasai, mianhae, maapkeun kalau spoiler hahaha. Terlalu excited"
Viny_JKT48,Tapi ya kalo yang ditinggalinnya macam Ryan Gosling gitu. Mana sanggup euy.
Viny_JKT48,"The saddest part is : if i were Mia, i'd leave as well."
Viny_JKT48,La La Land
Viny_JKT48,We called it a day
Viny_JKT48,Lumayan ganggu sih walau yang kerasa tumbuh cuma satu... jadi sering sakit kepala kayaknya emang harus ke dokter gigi
Viny_JKT48,Kepikiran mau cabut wisdom teeth. Tapi pasti bakal sakit banget ya? Ada yang sudah pernah?
Viny_JKT48,Hitam ya? Yasudah mari kita tunggu saja sampai besok. Bikin yang buat 23 Februari nih.
Viny_JKT48,Black/white t-shirt?
Viny_JKT48,"Jumat sudah ada jadwal UAS. Wah, ini-itu banyak sekali yang harus disiapkan. Habis itu libur lagi hihihi."
Viny_JKT48,"Wew, kusudah bangun daritadi. Menulis journal dan bermain bersama Miki."
Viny_JKT48,"Ya bangunin aja kira-kira jam 7an. Kalau gak bangun mungkin memang masih ingin tidur. Yasudah, yuk?"
Viny_JKT48,Mimpi sedang membutuhkanku sesaat. Pastikanku bangun setelahnya.
Viny_JKT48,Hati-hati dengan hujan. Membuat terlena oleh dunia yang sedang kau karang.
Viny_JKT48,"@kevinchoc sepertinya sih ada, tapi tak terlihat."
Viny_JKT48,"Aish, mantap."
Viny_JKT48,Ketika langit ramai oleh suara hujan. Mengapa hanya sepi yang tertinggal?
Viny_JKT48,Ingin tidur cepat. Mengapa mata susah terpejam?
Viny_JKT48,Suka heran. Udah tidurnya nangkring di atas kasur. Pules banget pula.
Viny_JKT48,Nenek aku kalo masak burgo cuma pas ada yang syukuran rumah baru. Huhu enak banget itu @Uty_JKT48
Viny_JKT48,@Uty_JKT48 kesukaan aku!!! Mauuu!
Viny_JKT48,Thanks DahSyat-nya hari ini
Viny_JKT48,@kevinchoc yah ketauan deh
Viny_JKT48,Gak ada stok foto terbaru. Ini aja ya random shot selama di Bandung
Viny_JKT48,Beli thai tea kemanisan. Padahal udah minta less sugar. Susah sih ya kalo yang minum manis mah. Heum.
Viny_JKT48,"Aku lagi latihan dulu untuk Dahsyat besok. Ikut DS yaa, ada member-member KIII nih"
Viny_JKT48,#BrightLights
Viny_JKT48,HAHAHAHA TALENAN HEL :(
Viny_JKT48,@Nadila_JKT48 gerak-gerakin terus kakinya biar gak kaku
Viny_JKT48,@astridkrn
Viny_JKT48,Aku memang tim makan enak. Boros juga tak apa.
Viny_JKT48,Naik taxi ke rumahku nambah dikit bisa buat makan all you can eat
Viny_JKT48,@Viny_JKT48 ada @Rachel_JKT48 di belakang hihi
Viny_JKT48,Ketinggalan bus hari ini... akhirnya nebeng temen ke daerah deket rumah baru dijemput Viddy. Penghematan maksimal g
Viny_JKT48,"Wah hari ini theater rame yaa, makasih tadi sudah datang! Masih lanjut latihan nih. Semangat kali"
Viny_JKT48,Yay hari ini pesta pempek disponsori oleh @R_AninJKT48
Viny_JKT48,@Naomi_JKT48 see you Ka Naomi
Viny_JKT48,"Set as wallpaper, dipersilakan"
Viny_JKT48,Besok jangan lupa hadir di KIII Believe Show ya. Ditunggu lhooo... beneran deh.
Viny_JKT48,Aku lagi tiduran sajo. Entah kenapa lelah banget hari ini. Padahal gak ngapa-ngapain. Suka gitu gak sih?
Viny_JKT48,Sedang apa? sedang apa? sedang apa sekarang?
Viny_JKT48,@Via_JKT48 nanti kita bikin aja kalo yang punya gak mau bikin. Kasian Amel :(
Viny_JKT48,"@Via_JKT48 Sak, kenal Amel gak?"
Viny_JKT48,RT @officialJKT48: [VIDEO] JKT48 Generation 5 Profile: @zarajkt48
Viny_JKT48,RT @S_SiscaJKT48: Bruno Mars - Versace on the floor (cover) thankyou for listening hope you guys like it! keep support #HappyVirusProject
Viny_JKT48,@gabyJKT48 @F_FeniJKT48 FENIIII
Viny_JKT48,"Selamat siang besok kembali berkegiatan, kasih foto kenang-kenangan dulu deh. Hihi."
Viny_JKT48,@diani_jkt48 selamat ulang tahun Diani
Viny_JKT48,RT @melodyJKT48: Girls day out... gut nayt!
Viny_JKT48,Happy birthday Anin sayang @R_AninJKT48. Gapapa makan banyak agar senantiasa sehat selalu. Tapi makan yang sehat ya
Viny_JKT48,@Via_JKT48 @melodyJKT48 @Nadila_JKT48 @Della_JKT48 @Yona_JKT48 @Lidya_JKT48 @Sisil_JKT48 mejanya garis-garis
Viny_JKT48,Udah pada bangun deng ding dong
Viny_JKT48,Selamat pagi. Aku sekamar bertiga tapi belum pada bangun. Hahaha. Tebak siapa?
Viny_JKT48,Nyasar pertama kali di 2017
Viny_JKT48,@zarajkt48 yahu dagunya mirip
Viny_JKT48,Hari ini dan kemarin panasnya luar biasa.
Viny_JKT48,"Akhirnya tanggal 2 Januari ya bu @kinalJKT48, Happy Bday! Semoga target koleksi seribu lipstick tercapai tahun ini"
Viny_JKT48,"@SaragihReno iya bu, ntar kapan-kapan bikin lagi. Gampang ternyata enak lagi"
Viny_JKT48,"Oh iya, selamat ulang tahun buat @Melati_JKT48. Semoga semakin harum mewangi. Semakin rajin ibadahnya ya Me. Happy new year"
Viny_JKT48,"Gara-gara lihat video ini sih. Agak ribet, tapi sepertinya bagus untuk dilakukan. Mulai sesuatu yang baru"
Viny_JKT48,"Tadi lagi iseng mau buat journal kan... pas lagi browsing nemu ttg bullet journal. Seru juga kelihatannya, langsung lanjut buat deh"
Viny_JKT48,Making my own journal
Viny_JKT48,Itu dilapisin lagi pakai butter sama olive oil. Makanya kayak berminyak. Yeyeyeyey Viny bisa masak
Viny_JKT48,Kemarin aku bikin lemon pepper chicken wings. Tapi difoto dari angle manapun kelihatannya jelek. Padahal enak bange
Viny_JKT48,Selamat pagi pertama di tahun 2017. What do you feel?
Viny_JKT48,HAPPY NEW YEAR 2017
Viny_JKT48,Sampai ke Narita trus ke lokasi juga sendirian. Naik kereta. Hahaha bingung tanya sana-sini. Seru tapi
Viny_JKT48,#BestMemoriesOf2016 ke Jepang buat theater BnT. Paspor ketinggalan. Luntang-lantung di Bandara. Akhirnya berangkat
Viny_JKT48,Random pic
Viny_JKT48,Loved ones
Viny_JKT48,Habis lihat gallery banyak juga foto gagal share 2016. Keluarin gak nih?
Viny_JKT48,@Rachel_JKT48 nyempil doang
Viny_JKT48,@Lidya_JKT48 gak dapet purikuranya
Viny_JKT48,@Lidya_JKT48 ye jaat
Viny_JKT48,RT @N_AurelJKT48: Lobow- salah (1)
Viny_JKT48,Happy graduation @HarukaN_JKT48. Enjoy your last moment. Makasih suratnya untuk generasi 2 ya. Baik-baik yaa kamu
Viny_JKT48,Lucu
Viny_JKT48,@HannaSutiono_ kalo cegukan mulu mau tambah tinggi kayak apa lagi
Viny_JKT48,Ke Senen di hari Jumat
Viny_JKT48,@Vanka_JKT48 uchuu
Viny_JKT48,Happy birthday dear kak @sittakarina. Semoga berbahagia selalu
Viny_JKT48,Semoga nanti ada event semacam ini lagi ya. Doakan bisa lebih besar. Syukur-syukur punya cafe sendiri. Jadi semua bisa datang
Viny_JKT48,Kayaknya buah yang aku pilih terlalu asam semua yaa. Aku suka asam sih
Viny_JKT48,Jadi tadi bagaimana rasa Lucky Seven Crepes nya? Apakah enak?
Viny_JKT48,RT @zarajkt48: terimakasih hari ini rame bangeeet!!!
Viny_JKT48,#JKT48Cafe
Viny_JKT48,RT @veJKT48: Seneng banget bisa dapet kesempatan untuk terlibat dalam event special ini bareng Shani juga Mohon dukungan&amp;doanya
Viny_JKT48,Sudah bersih-bersih dan mendarat di kasur dengan selamat. Istirahat dulu. Good night ;)
Viny_JKT48,Iii foto sama aku
Viny_JKT48,Aku terjebak lagi dalam dunia per-drama-an. Help
Viny_JKT48,Pulang sendiri lagi gara-gara lupa ngabarin Papa. Hahaha. Mau nonton drama dulu selama di jalan biar gak ngantuk
Viny_JKT48,"Makasih udah datang ke theater hari ini. Hehe habis latihan nih, mari pulaang..."
Viny_JKT48,Selamat sudah menjalani 20 tahun dalam hidup
Viny_JKT48,"Lucky Seven terdiri dari 7 topping luar biasa. Perpaduan antara manis, asam, asin. Rame rasanya deh"
Viny_JKT48,Masih ngantuk.
Viny_JKT48,"@Nat_JKT48 yaampun, kurang ulang. Ulang tahun."
Viny_JKT48,"Selamat tahun ibu @Nat_JKT48 yang paling hot dan spicy. Ayam goreng kali ah. Terus percaya sama jalan yang kamu pilih, you're doing great"
Viny_JKT48,Jangan lupa besok ada #K3TheaterBelieve. Ada yang baru dan menyenangkan juga dong tentunya. Sampai jumpa besok
Viny_JKT48,@S_SiscaJKT48 lalu besok ada siapa (?!)
Viny_JKT48,"Wait, mau isi perut dan isi daya hape juga. Nanti lanjut lagi. K k k? Hoi!"
Viny_JKT48,"Ku tiba-tiba bingung libur itu sebenarnya ngapain. Ask me anything, i'll answer it on my Instagram stories. Go."
Viny_JKT48,@Lidya_JKT48 emang Lidya kuat sih. Kuat banget liat tulisan sama gambar di HP keliatan cuma setengah
Viny_JKT48,Sekarang udah pulang dan lagi mau jemput Mama bareng Viddy. How's ur Monday?
Viny_JKT48,Tiap jalan gini malah suka lupa foto bareng... eh di HP Ldy emang gabisa foto sih layarnya lagi caur gitu. Hahaha.
Viny_JKT48,Habis jalan-jalan lucu sama Lidya. Tapi masa aku dibiarkan makan sendirian. Dia ngeliatin doang.
Viny_JKT48,Punya 1 kalung. Voila! Jadi 4! Aku bisa sulap!
Viny_JKT48,"Pagi, hari ini mulai kegiatan. Kalian ambil cuti bersama/tidak? Syukur jalanannya lancar jaya. Hehehe."
Viny_JKT48,Have a good night
Viny_JKT48,@R_AninJKT48 aku engga pernah nonton. Nanti lihat deh
Viny_JKT48,"Wih asik banyak rekomendasi. Kebanyakan nonton ttg fashion, beauty, dll lama-lama bosen"
Viny_JKT48,"Hampir tiap hari nonton video tothe9s, thatschic, chrissstttiiine, i-D, &amp; UOTV. Skrg suka liat StyleLikeU, channel ttg self acceptance gitu."
Viny_JKT48,Tell me what's your favorite channel on youtube
Viny_JKT48,"Lagi jalan-jalan nemenin Viddy cari sepatu sama Papa-Mama juga. Trus makan pho, seneng banget hehehe..."
Viny_JKT48,@SaragihReno mau belajar bikin yang garlic parmesan lemon
Viny_JKT48,@SaragihReno bagi resep bu
Viny_JKT48,RT @officialJKT48: [INFO] Event JKT48 Cafe
Viny_JKT48,Selamat ulang tahun mbokdess @M_DesyJKT48. Semoga selalu bersemangat dan stop tambah tinggi! Hahahaha
Viny_JKT48,Selamat Natal bagi teman-teman yang merayakannya Happy Holiday!
Viny_JKT48,Hihihi ada tikus
Viny_JKT48,Coba pas nonton diresapi suara yang ngomong
Viny_JKT48,Akhirnya tadi beli taneman asli. Seumur-umur ke tempat itu kok selalu skip &amp; ga ngeh ya mereka jual taneman
Viny_JKT48,Siang ini mau jalan-jalan sama Papa &amp; Mama. Malamnya jangan lupa ada #JKT48Believe di @langitRTV jam 10 malam. Have a good weekend
Viny_JKT48,Selamat Sabtu pagi! Bangun! Bangun!
Viny_JKT48,Walau libur terbayang-bayang UAS tinggal beberapa minggu lagi. Yang udah UAS mah lega ya liburnya tenang
Viny_JKT48,"Masih di jalan, lagi macet banyak transformers"
Viny_JKT48,"#1SongForYou Chris Isaak - Wicked Game This world is gonna break your heart, no?"
Viny_JKT48,Sudah selalu diusahakan saran-saran yang diberikan. Tunggu yah
Viny_JKT48,Mentionnya ke official dong ah hahaha
Viny_JKT48,Udah lama gak ketemu Lidya sama Della. Akhirnya ketemu bisa ngobrol banyak. Senangnya
Viny_JKT48,Quality time yay
Viny_JKT48,RT @officialJKT48: #JKT48BELIEVE akan tayang di @langitRTV tgl 24 Desember 2016 pkl 22.00 WIB
Viny_JKT48,@achanJKT48 Ayana kebanyakan tidur yaaaaa????
Viny_JKT48,@achanJKT48 aku cuma sehari aja udah pusing Ay. Kamu gak pusing tidur terus?
Viny_JKT48,"Hari ini porsi tidur gak bisa ditahan sama sekali. Lagi diperjalanan tidur, lagi nunggu tidur, lagi laper tidur, susah meleknya..."
Viny_JKT48,Selamat hari ibu untuk mama-mama di seluruh Indonesia
Viny_JKT48,Jalanan hari luar biasa
Viny_JKT48,RT @soniaJKT48: Terimakasih yang udah dateng ke theater hari ini!!seneng banget bisa rayainn bareng kaliannn dan di team k3 #B19DayS
Viny_JKT48,Mau ikut @S_OktaJKT48 sama @R_AninJKT48 makan tapi udah kemaleman diriku pulang sendiri. Lupa minta Papa jemput huhuhu
Viny_JKT48,Setiap kelar setlist ini rasanya perut meraung-raung minta diisi
Viny_JKT48,"Hari ini ngerayain ulang tahun @soniaJKT48. Makasih yang udah hadir, rame banget. Buat VIPnya juga makasih see u"
Viny_JKT48,"Akhirnya setelah sekian lama rambutnya bisa dikepang satu juga, ehehe."
Viny_JKT48,"RT @officialJKT48: Penampilan ""Luar Biasa"" di Press Conference Peluncuran Single Ke-15 JKT48 #jkt48luarbiasa | @HITSRec"
Viny_JKT48,#K3TheaterBelieve
Viny_JKT48,RT @kinalJKT48: sedih;( semoga di waro sama om. biar telolet om;((
Viny_JKT48,RT @melodyJKT48: @kinalJKT48 @Viny_JKT48
Viny_JKT48,@Yona_JKT48 @kinalJKT48 harus pinjem toa theater dulu sihh
Viny_JKT48,@kinalJKT48
Viny_JKT48,Ada anak baik pagi-pagi nanya nanti mau dibawain minum apa... kira-kira dirayain gak ya?
Viny_JKT48,"Jangan lupa, hari ini ada Team KIII Believe Show. Sampai ketemu"
Viny_JKT48,@Acha_JKT48 curang banget milih fotonya
Viny_JKT48,Angeeel maaf telat satu menit. Selamat ulang tahun yaa @S_AngelJKT48. Jangan suka diet-diet
Viny_JKT48,@C_MichelleJKT48 panjangin
Viny_JKT48,@Kyla_JKT48 my pleasure
Viny_JKT48,Ada apa sih?
Viny_JKT48,@Kyla_JKT48 love yourself &amp; know your worth
Viny_JKT48,RT @soniaJKT48: Jangan lupa dateng theater besok yaa!
Viny_JKT48,RT @officialJKT48: [INFO] Perayaan ulang tahun @soniaJKT48 akan dilaksanakan besok di JKT48 Theater
Viny_JKT48,@SLintang_JKT48
Viny_JKT48,Kenyataannya (dulu) pernah punya :
Viny_JKT48,Itu Venny deng bukan Vienny
Viny_JKT48,Perkenalkan aku...
Viny_JKT48,Kalau aku bilang belanja berarti beli isi kulkas. Hahaha. Karena Mama sibuk jadi aku aja deh. Nanti minta ganti
Viny_JKT48,"Aneh hari ini malah terasa lebih lelah, apa karena kemarin seharian leyeh-leyeh? Hari ini mau belanja ah..."
Viny_JKT48,"RT @Official_MNCTV: Yeeey!!! Selamat @officialJKT48 berhasil membawa pulang gelar ""Penyanyi Idola Kesayangan"" #MomKidsAwards2016"
Viny_JKT48,"RT @officialJKT48: Teman2, udah pada liat ini belum??"
Viny_JKT48,"RT @AyaJKT48_: Terimakasih untuk dukungannya nnti ada JKT48 lg, tunggu yaaa. Jgn pindah channel dulu.."
Viny_JKT48,Hal yang lumrah terjadi setelah punya kucing
Viny_JKT48,"RT @S_SiscaJKT48: White Christmas (cover) h-6 for christmas! who's excited? tell me, what's your christmas dream? #HappyVirusProject #Si"
Viny_JKT48,@CitraAyu_jkt48 @M_DesyJKT48 ahaha diriku sampai bingung
Viny_JKT48,Saran kegiatan yang bisa dilakukan di rumah aja. Lagi tidak ingin beranjak dari kasur alias mager. Hahaha.
Viny_JKT48,"Baru selesai nonton Kimi no Na wa (Your Name). Bingung mau lanjut nonton apa. Kayaknya The Grand Budapest Hotel, wdyt?"
Viny_JKT48,Kebetulan lagi libur. Ngapain ya enaknya? Ada saran?
Viny_JKT48,"Alhamdulillah, sampai rumah dengan selamat. Mari kita istirahat."
Viny_JKT48,Padahal rasanya udah ingin menyentuh kasur
Viny_JKT48,@M_DesyJKT48 tiati mbokk
Viny_JKT48,Sampai Jakarta. Kalau sudah jam segini baru kerasa kalo punya rumah jauh
Viny_JKT48,V for Viny Makasih banyak untuk hari ini!
Viny_JKT48,Auk kacamata siapa hahaha
Viny_JKT48,"Well, see you... then."
Viny_JKT48,Sisa sesi 7 &amp; 8. Yuk? ;) #JKT48LoveTripHS
Viny_JKT48,Mau...........
Viny_JKT48,Sesi 1 #JKT48LoveTripHS
Viny_JKT48,"Pagi, sampai jumpa sebentar lagi"
Viny_JKT48,@frieskaJKT48 mie tek tek penuh perjuangan yang enak banget
Viny_JKT48,"Selamat atas kelulusannya, Haruka Nakagawa, legenda JKT48"
Viny_JKT48,"Harapan aku &amp; yang lainnya pasti sama. ingin membuat banyak orang mengenal, mau tahu, dan sayang dengan JKT48. Suatu hari pasti sampai GBK!"
Viny_JKT48,Makasih yang sudah meramaikan 5th Anniversary Concert JKT48 Believe. Semoga berkesan buat kalian yahh
Viny_JKT48,RT @officialJKT48: [INFO] Pembeli tiket Diamond dapat melakukan registrasi di booth merchandise JKT48 venue konser #JKT48BELIEVE untuk peng
Viny_JKT48,"RT @officialJKT48: [INFO] Photopack special 5th anniversary #JKT48BELIEVE! Dapatkan photopack terbaru LOVE TRIP, Kabesha, dan BELIEVE seg"
Viny_JKT48,RT @officialJKT48: Dapatkan juga 5th Anniversary Concert Bundle Pack di Merchandise Booth venue konser #JKT48BELIEVE!
Viny_JKT48,RT @officialJKT48: Salut atas antusiasme 2 Fans yg bersepeda dari Surabaya ke Bandung untuk bertemu @HarukaN_JKT48 di Konser #JKT48BELIEVE!
Viny_JKT48,@S_OktaJKT48 yuhu
Viny_JKT48,#Happy5thAnniversaryJKT48
Viny_JKT48,Happyy birthday @soniaJKT48! Semakin dewasa semoga hal-hal yg diinginkan bisa tercapai semua. Kamu bisa! Kita percaya kamu bisaa!
Viny_JKT48,"Doakan semuanya lancar jaya. Sampai bertemu sebentar lagi, Bandung!"
Viny_JKT48,RT @officialJKT48: JKT48 bertemu Kang @ridwankamil untuk menyerahkan undangan Konser #JKT48BELIEVE. Terima kasih banyak atas sambutannya di
Viny_JKT48,RT @officialJKT48: Member JKT48 konvoi keliling Bandung bareng @MGT_RADIO #JKT48BELIEVE
Viny_JKT48,RT @infobdg: Wohoo! Mimin lagi konvoi keliling BDG bareng @melodyJKT48 @shaniaJKT48 @Viny_JKT48 @officialJKT48 seru bgt! Ga sabar konser be
Viny_JKT48,"Beginilah rasa Jumat pagi. Haha, mari kita sambut!"
Viny_JKT48,Pas lagi jalan kehalangan motor jadi gak bisa lewat. Gitu lhooo...
Viny_JKT48,"Tadi karena jalanan macet banget jadi harus jalan ke lokasi. Hampir 1 km. Hahaha. Bahkan pas jalan aja, gak bisa jalan (?)"
Viny_JKT48,Luuuuuar biasa
Viny_JKT48,RT @TRANS7: LUAR BIASA!!! @officialJKT48 #TRANSMEDIA15YOU
Viny_JKT48,"Pada kenyataannya walau Jakarta macet setiap saat, tetep aja gak terbiasa juga."
Viny_JKT48,Malam ini single ke-15 JKT48 tampil perdana di HUT @TRANSTV_CORP. Are you ready?
Viny_JKT48,Lirik-lirik aja
Viny_JKT48,Selamat pagi
Viny_JKT48,"@Jinan_JKT48 ahaha duh, gemes bangett"
Viny_JKT48,"Sudah mulai hujan... stay safe, stay warm."
Viny_JKT48,Lagi sama om ganteng
Viny_JKT48,"@M_DesyJKT48 @N_AurelJKT48 sensitif banget des kupingnya kalo denger ""oi oi"" hahaha"
Viny_JKT48,Turut berduka @Naomi_JKT48 &amp; @SinkaJ_JKT48. Yang kuat ya sayang-sayangku. Semoga alm diterima di sisi-Nya dan keluarga diberi ketabahan.
Viny_JKT48,"RT @officialJKT48: [INFO] AKB48 SHOW! hari Sabtu, 17 December akan menampilkan Boku no Taiyou dari JKT48!"
Viny_JKT48,RT @P_StefiJKT48: Sampai ketemuuu di @MikoMallKopoBDG dan stay tune dengerin @zoraradio jam 15.00 yaaah!
Viny_JKT48,RT @officialJKT48: Interview bareng @zoraradio di @MikoMallKopoBDG selesai. Terima kasih untuk kedatangannya!
Viny_JKT48,@pbaeha lebay ah
Viny_JKT48,Sudah makan siangkah? Jangan sampai terlupa. Mumpung sudah diingatkan
Viny_JKT48,"Saatnya bersyukur dan pejamkan mata. Selamat beristirahat, yang di sana."
Viny_JKT48,Akhirnya latihan selesai. Hari yang panjang akhirnya berakhir juga...
Viny_JKT48,RT @TRANSTV_CORP: Mana nih suaranya yang udah gak sabar nunggu penampilan @officialJKT48 di acara HUT TRANSMEDIA #15YOU ?
Viny_JKT48,Hari ini lihat buku-buku lagi diskon 75% di toko online... *mencoba menahan diri*
Viny_JKT48,Selamat siang. Selamat Maulid Nabi Muhammad SAW 1438 H bagi yang merayakan
Viny_JKT48,"Sampai Jakarta langsung lanjut kegiatan lain. Maaf yah @Uty_JKT48, padahal mau ikut mampir. Huhu. Kangen Utyy"
Viny_JKT48,@frieskaJKT48 udah mandi ya ampun
Viny_JKT48,"Hai, ku lapar. Masih beler sekali ya mukanya?"
Viny_JKT48,"RT @Cindvia_JKT48: hatur nuhun udah datang ke CFD dago Bandung, dengerin kita ngobrol-ngobrol juga"
Viny_JKT48,"Hatur nuhun, Bandung!"
Viny_JKT48,Selesai sarapan langsung berangkat ke sini. See you!
Viny_JKT48,Masih diperjalanan hehohee
Viny_JKT48,Langsung cus ke Bandung bareng Acha &amp; Yupi. Doakan kami selamat sampai tujuan. K K K Hoi!
Viny_JKT48,Makasih banyak yang sudah datang hari ini. Ada anak sekolah nih he he he.
Viny_JKT48,Selesai perform off-air pertama sama KIII. Ini berdua dari pergi-pulang bercanda mulu
Viny_JKT48,Yuk bangun
Viny_JKT48,Yo ngun gi uk ngun ngun ngun
Viny_JKT48,Semua gara-gara kopi
Viny_JKT48,RT @N_AurelJKT48: Cinta tak bersyarat (2)
Viny_JKT48,RT @N_AurelJKT48: Nih di sini aja deh yah Cinta tak bersyarat (1)
Viny_JKT48,"Besok show malam jangan lupa tonton #K3luargaBaru. Ada yang akan shonichi sepertinya. Hehe, well, see you then!"
Viny_JKT48,Hari Minggu pagi aku ikutan promo konser bareng Zora FM sekaligus car free day-an
Viny_JKT48,"Aku gak ikut makan, entah kenapa, kenyang. Mau langsung bobo aja besok kegiatan dari pagi, show Believe KIII, langsung cus ke Bandung. Hihi."
Viny_JKT48,@S_NadseJKT48 ada member baru ya di sebelahnya?
Viny_JKT48,Kasihan Papah kelaparan Mama belum pulang kerja hahaha. Tapi katanya buatanku kurang asin
Viny_JKT48,@bebyJKT48 coba di Jakarta ada onsen
Viny_JKT48,"&lt;- mau pamer dulu, habis masak makan malam"
Viny_JKT48,@Via_JKT48 semangat tangan kanannya ibu negara. Pasti keren malam inii!
Viny_JKT48,Ini! Bangun tadi pagi langsung merasa perlu pijet. Hahaha. Tapi lama-lama pasti biasa~
Viny_JKT48,"Hari ini ada #BelieveforJ! Ayo! Datang! Ramaikan! (Meanwhile, yang ini lagi temu kangen sama kasur)"
Viny_JKT48,@Uty_JKT48 semangat Uty
Viny_JKT48,"RT @officialJKT48: [INFO] Mulai Jumat Hari ini, Event Made in Hokkaido with JKT48 dimulai! #MadeInHokkaidoJKT48"
Viny_JKT48,((( sampai mati )))
Viny_JKT48,@D_MandaJKT48 ditunggu ya Manda
Viny_JKT48,RT @S_GraciaJKT48:
Viny_JKT48,"Kalau ada saran, mention aja. Biar kami bisa lebih baik lagi. Makasih banyak sebelumnya. See you on Saturday"
Viny_JKT48,RT @officialJKT48: Terima kasih telah menyaksikan pertunjukan perdana BELIEVE dari new JKT48 Team KIII #K3luargaBaru #k3theaterbelieve
Viny_JKT48,We are the team KIII
Viny_JKT48,"Sejujurnya, hari ini deg-degan bgt. Tapi makasih bnyk udah datang dan menunjukan dukungan kalian buat kami. Makasih banyaaak! #K3BELIEVE"
Viny_JKT48,@frieskaJKT48 @S_OktaJKT48 semangatsss
Viny_JKT48,RT @frieskaJKT48: Nah pas saatnya itu jangan lupa kasih chant yang sama semangatnya sama kaya shonichi hari ini ya
Viny_JKT48,"RT @frieskaJKT48: Maaf ya gak ikut shonichi, nanti juga yang gak ikut shonichi bakal ada shonichi nya masing"" gak lama lagi"
Viny_JKT48,"@melodyJKT48 nanti kapan-kapan aku bawain teh. Abangnya jualannya moody nih. Kadang ada, kadang enggak."
Viny_JKT48,Ngerti gimana rasanya setelah sekian lama gak ketemu trus ketemu lagi.
